대분류(NCS),중분류(NCS),소분류(NCS),세분류(NCS),코드(KECO),세분류(KECO)
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,05. 무대미술,4141,화가 및 조각가
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,05. 무대미술,4153,실내장식 디자이너
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,05. 무대미술,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,06. 무대감독,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,07. 무대기술감독,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,08. 무대장치·소품,4153,실내장식 디자이너
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,08. 무대장치·소품,7016,건축 목공
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,09. 무대의상,4152,패션 디자이너
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,10. 무대영상,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,01. 문화·예술,03. 공연예술,11. 하우스매니징,4169,기타 연극·영화·방송 종사원
08. 문화·예술· 디자인·방송,01. 문화·예술,04. 문화재관리,01. 학예,4131,학예사 및 문화재 보존원
08. 문화·예술· 디자인·방송,01. 문화·예술,04. 문화재관리,02. 문화재보수,1401,건축가
08. 문화·예술· 디자인·방송,01. 문화·예술,04. 문화재관리,02. 문화재보수,7016,건축 목공
08. 문화·예술· 디자인·방송,01. 문화·예술,04. 문화재관리,03. 문화재보존,4131,학예사 및 문화재 보존원
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,01. 시각디자인,4154,시각 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,02. 제품디자인,4151,제품 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,03. 환경디자인,1401,건축가
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,03. 환경디자인,1404,조경 기술자
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,03. 환경디자인,4153,실내장식 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,03. 환경디자인,4154,시각 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,04. 디지털디자인,4155,미디어 콘텐츠 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,05. 텍스타일디자인,4152,패션 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,06. 서비스경험디자인,4154,시각 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,07. 실내디자인,4153,실내장식 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,08. 색채디자인,4154,시각 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,09. 전시디자인,0244,행사 기획자
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,10. 3D프린팅디자인,1591,제도사
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,11. 패키지디자인,4151,제품 디자이너
08. 문화·예술· 디자인·방송,02. 디자인,01. 디자인,12. VR콘텐츠디자인,4155,미디어 콘텐츠 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,01. 문화콘텐츠기획,01. 문화콘텐츠기획,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,01. 방송콘텐츠제작,4111,작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,01. 방송콘텐츠제작,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,01. 방송콘텐츠제작,4164,촬영 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,01. 방송콘텐츠제작,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,02. 영화콘텐츠제작,4111,작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,02. 영화콘텐츠제작,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,03. 음악콘텐츠제작,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,03. 음악콘텐츠제작,4165,음향·녹음 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,04. 광고콘텐츠제작,0241,광고·홍보 전문가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,04. 광고콘텐츠제작,4154,시각 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,04. 광고콘텐츠제작,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,05. 게임콘텐츠제작,1332,응용 소프트웨어 개발자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,05. 게임콘텐츠제작,4111,작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,05. 게임콘텐츠제작,4155,미디어 콘텐츠 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,05. 게임콘텐츠제작,4165,음향·녹음 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,06. 애니메이션콘텐츠 제작,4111,작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,06. 애니메이션콘텐츠 제작,4143,만화가 및 만화영화 작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,06. 애니메이션콘텐츠 제작,4165,음향·녹음 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,07. 만화콘텐츠제작,4111,작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,07. 만화콘텐츠제작,4143,만화가 및 만화영화 작가
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,08. 캐릭터콘텐츠제작,4154,시각 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,09. 스마트문화앱콘텐츠 제작,1332,응용 소프트웨어 개발자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,09. 스마트문화앱콘텐츠 제작,1333,웹 개발자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,09. 스마트문화앱콘텐츠 제작,4155,미디어 콘텐츠 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,10. 영사,4167,조명·영사 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,11. 완구콘텐츠제작,0243,상품 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,11. 완구콘텐츠제작,4151,제품 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,12. 드론콘텐츠제작,0244,행사 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,12. 드론콘텐츠제작,4164,촬영 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,02. 문화콘텐츠제작,12. 드론콘텐츠제작,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,01. 방송콘텐츠유통· 서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,01. 방송콘텐츠유통· 서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,02. 영화콘텐츠유통· 서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,02. 영화콘텐츠유통· 서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,03. 음악콘텐츠유통· 서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,03. 음악콘텐츠유통· 서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,04. 광고콘텐츠유통· 서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,04. 광고콘텐츠유통· 서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,05. 게임콘텐츠유통· 서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,05. 게임콘텐츠유통· 서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,06. 애니메이션콘텐츠 유통·서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,06. 애니메이션콘텐츠 유통·서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,07. 만화콘텐츠 유통·서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,07. 만화콘텐츠 유통·서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,08. 캐릭터콘텐츠 유통·서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,08. 캐릭터콘텐츠 유통·서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,09. 스마트문화앱콘텐츠 유통·서비스,0261,기획·마케팅 사무원
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,03. 문화콘텐츠 유통·서비스,09. 스마트문화앱콘텐츠 유통·서비스,4171,공연·영화 및 음반 기획자
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,01. 영상연출,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,02. 영상촬영,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,02. 영상촬영,4164,촬영 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,02. 영상촬영,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,03. 영상조명,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,03. 영상조명,4167,조명·영사 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,04. 영상음향제작,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,04. 영상음향제작,4165,음향·녹음 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,05. 영상그래픽,4155,미디어 콘텐츠 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,05. 영상그래픽,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,06. 영상편집,4161,감독 및 기술감독
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,06. 영상편집,4166,영상·녹화·편집 기사
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,07. 영상미술,4153,실내장식 디자이너
08. 문화·예술· 디자인·방송,03. 문화콘텐츠,04. 영상제작,07. 영상미술,4161,감독 및 기술감독
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,01. 여객운송,0282,운송 사무원
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,01. 여객운송,6221,택시 운전원
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,01. 여객운송,6222,버스 운전원
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,02. 화물운송,0282,운송 사무원
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,02. 화물운송,6223,화물차·특수차 운전원
09. 운전·운송,01. 자동차운전·운송,01. 자동차운전·운송,03. 수송포장,0283,자재·구매·물류 사무원
09. 운전·운송,02. 철도운전·운송,01. 철도운전운영,01. 철도관제,6214,관제사
09. 운전·운송,02. 철도운전·운송,01. 철도운전운영,02. 열차운용DIA,0282,운송 사무원
09. 운전·운송,02. 철도운전·운송,01. 철도운전운영,03. 철도운전,6213,철도·전동차 기관사
09. 운전·운송,02. 철도운전·운송,01. 철도운전운영,04. 기지내차량운전,6213,철도·전동차 기관사
09. 운전·운송,02. 철도운전·운송,02. 철도시설유지보수,01. 철도선로시설물유지 보수,7052,철로 설치·보수원
09. 운전·운송,02. 철도운전·운송,02. 철도시설유지보수,02. 정비기지시설물유지 보수,8111,공업기계 설치·정비원
09. 운전·운송,02. 철도운전·운송,02. 철도시설유지보수,03. 역시설물유지보수,7029,기타 건축 마감 기능원
09. 운전·운송,02. 철도운전·운송,02. 철도시설유지보수,04. 철도정보통신시설물 유지보수,8422,통신장비 설치·수리원
09. 운전·운송,03. 선박운전·운송,01. 선박운항,01. 항해,6212,"선장, 항해사 및 도선사"
09. 운전·운송,03. 선박운전·운송,01. 선박운항,02. 선박기관운전,6212,"선장, 항해사 및 도선사"
